Student_ID,Age,Gender,Score_ID,High_School_GPA,SAT_Score,University_ID,University_Ranking,Uni_score,Field_of_Study,Internship_ID,Internships_Completed,Carrer metrics_ID,Projects_Completed,Certifications,Years_to_Promotion,Job_Offers,skill_ID,Soft_Skills_Score,Networking_Score,Job_ID,Starting_Salary,Career_Satisfaction,Current_Job_Level,Work_Life_Balance,Entrepreneur_ID,Entrepreneurship
S01159,25,Male,1159,3.33,972,1159,345,3.39,Computer Science,1159,3,1159,1,3,2,4,1159,6,2,1159,80900,3,Senior,6,1159,No
S01160,21,Female,1160,2.68,1366,1160,562,3.24,Computer Science,1160,1,1160,2,5,3,5,1160,5,2,1160,53700,4,Senior,7,1160,No
S01161,25,Male,1161,3.37,1170,1161,270,3.29,Arts,1161,4,1161,9,1,2,1,1161,1,9,1161,63700,8,Mid,5,1161,No
S01162,25,Female,1162,2.04,1398,1162,108,2.75,Law,1162,3,1162,7,2,4,0,1162,4,7,1162,44100,10,Mid,8,1162,No
S01163,22,Other,1163,3.47,1253,1163,558,2.42,Business,1163,1,1163,1,2,4,2,1163,8,8,1163,42600,3,Executive,8,1163,No
S01164,21,Male,1164,2.97,1133,1164,474,3.44,Engineering,1164,2,1164,6,3,2,3,1164,8,1,1164,48400,5,Entry,1,1164,No
S01165,29,Female,1165,3.63,1218,1165,82,3.62,Law,1165,4,1165,5,0,4,3,1165,6,10,1165,47400,5,Entry,8,1165,No
S01166,19,Male,1166,3.91,918,1166,638,2.28,Computer Science,1166,0,1166,9,4,2,1,1166,3,6,1166,85500,5,Entry,10,1166,Yes
S01167,28,Male,1167,3.85,1524,1167,84,2.97,Medicine,1167,4,1167,3,5,4,5,1167,8,1,1167,56000,5,Entry,8,1167,No
S01168,20,Male,1168,3.82,1474,1168,290,2.5,Mathematics,1168,3,1168,3,2,5,3,1168,7,5,1168,60200,9,Entry,7,1168,No
S01169,20,Female,1169,3.02,1271,1169,71,2.34,Medicine,1169,4,1169,2,5,1,1,1169,9,2,1169,50300,10,Senior,6,1169,No
S01170,21,Female,1170,2.72,1083,1170,175,3.47,Arts,1170,0,1170,5,3,4,3,1170,3,9,1170,51200,5,Entry,10,1170,No
S01171,21,Female,1171,2.93,1176,1171,828,3.08,Business,1171,4,1171,2,4,4,0,1171,6,3,1171,60200,9,Senior,3,1171,No
S01172,27,Other,1172,3.38,1573,1172,842,2.43,Computer Science,1172,3,1172,8,1,1,5,1172,1,10,1172,49500,9,Mid,7,1172,No
S01173,28,Male,1173,3.77,1044,1173,463,2.62,Arts,1173,2,1173,3,5,5,1,1173,8,7,1173,71000,10,Entry,4,1173,Yes
S01174,28,Male,1174,2.41,1557,1174,849,3.93,Engineering,1174,3,1174,3,3,1,3,1174,2,2,1174,37600,4,Executive,8,1174,Yes
S01175,22,Female,1175,3.84,980,1175,395,3.7,Business,1175,1,1175,1,1,4,0,1175,5,10,1175,68200,9,Mid,5,1175,No
S01176,21,Female,1176,3.63,1221,1176,866,3.76,Business,1176,3,1176,1,1,2,5,1176,6,4,1176,67500,2,Mid,3,1176,Yes
S01177,28,Male,1177,3.96,1334,1177,91,2.92,Arts,1177,1,1177,6,1,5,0,1177,4,10,1177,81300,3,Entry,6,1177,No
S01178,27,Male,1178,3.76,942,1178,469,3.25,Law,1178,4,1178,4,4,4,0,1178,9,3,1178,25000,1,Mid,6,1178,No
S01179,25,Female,1179,2.56,1212,1179,863,2.75,Mathematics,1179,1,1179,2,0,2,5,1179,3,1,1179,66200,7,Entry,6,1179,No
S01180,23,Female,1180,2.21,1192,1180,434,2.16,Medicine,1180,4,1180,5,5,2,1,1180,2,10,1180,40000,10,Entry,8,1180,No
S01181,23,Male,1181,2.22,1587,1181,249,2.8,Law,1181,1,1181,5,1,5,1,1181,3,6,1181,63400,9,Entry,1,1181,No
S01182,25,Male,1182,2.58,968,1182,644,3.19,Business,1182,3,1182,0,2,4,3,1182,5,5,1182,63300,3,Entry,10,1182,Yes
S01183,24,Female,1183,3.23,955,1183,681,2.57,Medicine,1183,0,1183,2,4,3,5,1183,1,6,1183,37200,8,Mid,1,1183,No
S01184,27,Female,1184,3.61,1530,1184,955,3.7,Business,1184,4,1184,4,4,2,5,1184,10,1,1184,60700,1,Mid,10,1184,Yes
S01185,28,Male,1185,3.8,1103,1185,572,2.3,Mathematics,1185,1,1185,6,1,1,5,1185,4,8,1185,44900,6,Entry,7,1185,No
S01186,29,Female,1186,3.25,1319,1186,881,2.73,Business,1186,0,1186,3,2,3,2,1186,1,4,1186,39600,6,Mid,3,1186,No
S01187,27,Male,1187,2.01,1466,1187,849,2.25,Business,1187,1,1187,7,3,1,2,1187,9,7,1187,25000,5,Entry,8,1187,No
S01188,25,Male,1188,2.37,1449,1188,241,2.81,Engineering,1188,1,1188,2,4,5,4,1188,3,8,1188,71200,4,Entry,3,1188,No
S01189,19,Female,1189,2.2,1142,1189,702,2.08,Medicine,1189,1,1189,5,1,2,2,1189,2,3,1189,48600,3,Entry,6,1189,No
S01190,26,Female,1190,2.73,1100,1190,496,2.55,Engineering,1190,3,1190,5,5,2,5,1190,5,4,1190,34200,4,Mid,1,1190,No
S01191,18,Male,1191,3,1373,1191,340,2.8,Medicine,1191,1,1191,8,1,5,2,1191,1,9,1191,54800,7,Mid,2,1191,No
S01192,25,Female,1192,2.09,1426,1192,793,2.96,Mathematics,1192,0,1192,3,5,2,3,1192,10,9,1192,51600,7,Entry,7,1192,No
S01193,29,Female,1193,2.7,1555,1193,744,3.09,Mathematics,1193,1,1193,6,5,3,1,1193,7,7,1193,36200,3,Entry,6,1193,Yes
S01194,28,Female,1194,2.36,976,1194,471,2.55,Engineering,1194,2,1194,9,0,3,2,1194,9,3,1194,36500,10,Entry,1,1194,No
S01195,29,Female,1195,3.29,1377,1195,463,3.05,Engineering,1195,4,1195,0,0,5,4,1195,1,4,1195,66600,3,Mid,10,1195,Yes
S01196,29,Female,1196,2.93,1339,1196,801,3.02,Engineering,1196,3,1196,0,3,4,3,1196,8,7,1196,53200,3,Senior,7,1196,No
S01197,21,Female,1197,2.99,1162,1197,275,2.63,Mathematics,1197,2,1197,1,3,2,0,1197,8,6,1197,40300,5,Mid,4,1197,No
S01198,21,Male,1198,2.86,1084,1198,825,3.66,Mathematics,1198,2,1198,3,5,3,0,1198,7,6,1198,44300,1,Entry,1,1198,Yes
S01199,22,Male,1199,3.91,954,1199,15,3.09,Arts,1199,0,1199,5,3,1,4,1199,10,4,1199,44500,10,Mid,9,1199,No
S01200,25,Male,1200,2.43,1207,1200,41,2.66,Engineering,1200,0,1200,3,3,2,1,1200,4,10,1200,25000,7,Executive,3,1200,No
S01201,22,Female,1201,3.03,1415,1201,965,3.89,Law,1201,3,1201,5,1,3,5,1201,7,8,1201,64100,8,Senior,9,1201,No
S01202,25,Female,1202,3.47,1198,1202,208,3.69,Law,1202,3,1202,1,1,3,0,1202,2,9,1202,44500,7,Executive,7,1202,Yes
S01203,27,Male,1203,3.11,1451,1203,60,3.97,Business,1203,4,1203,8,1,3,1,1203,6,10,1203,47700,8,Mid,8,1203,Yes
S01204,18,Male,1204,3.86,1129,1204,365,3.38,Computer Science,1204,1,1204,2,2,4,2,1204,5,7,1204,58400,9,Entry,7,1204,No
S01205,29,Female,1205,2.76,1276,1205,240,2.76,Engineering,1205,3,1205,6,5,5,2,1205,5,8,1205,68700,4,Senior,10,1205,No
S01206,27,Male,1206,2.93,1185,1206,608,2.56,Computer Science,1206,3,1206,0,3,4,2,1206,8,10,1206,53000,3,Senior,9,1206,Yes
S01207,26,Female,1207,2.18,1037,1207,790,3.33,Computer Science,1207,1,1207,7,2,1,0,1207,1,2,1207,33600,7,Entry,3,1207,No
S01208,23,Male,1208,3.22,1377,1208,939,3.96,Business,1208,4,1208,3,4,1,0,1208,8,4,1208,46300,9,Mid,8,1208,Yes
S01209,20,Female,1209,2.58,1514,1209,160,3.25,Computer Science,1209,0,1209,4,5,5,1,1209,4,3,1209,49000,9,Senior,2,1209,No
S01210,25,Female,1210,2.32,906,1210,397,3.76,Mathematics,1210,4,1210,6,4,5,1,1210,10,6,1210,25000,8,Senior,4,1210,No
S01211,26,Male,1211,3.09,1575,1211,934,2.66,Computer Science,1211,1,1211,2,1,3,5,1211,6,2,1211,57100,3,Mid,10,1211,No
S01212,23,Male,1212,3.06,1318,1212,794,2.81,Mathematics,1212,0,1212,8,4,1,4,1212,6,7,1212,59900,6,Mid,4,1212,No
S01213,28,Male,1213,2.15,1371,1213,500,3.81,Mathematics,1213,0,1213,8,1,3,5,1213,1,8,1213,51400,2,Mid,6,1213,No
S01214,24,Female,1214,3.4,1319,1214,209,3.51,Law,1214,0,1214,7,5,5,2,1214,8,4,1214,37500,6,Mid,3,1214,No
S01215,18,Female,1215,3.25,1175,1215,133,3.96,Mathematics,1215,4,1215,0,5,1,3,1215,4,8,1215,53200,5,Entry,1,1215,No
S01216,22,Male,1216,2.38,1460,1216,381,3.55,Computer Science,1216,1,1216,1,3,3,3,1216,9,8,1216,65400,4,Entry,10,1216,No
S01217,22,Female,1217,2.94,1507,1217,433,2.9,Medicine,1217,4,1217,1,2,2,2,1217,7,3,1217,46700,3,Mid,8,1217,No
S01218,27,Female,1218,3.44,1470,1218,609,3.06,Engineering,1218,4,1218,2,1,2,4,1218,4,1,1218,62000,8,Entry,9,1218,Yes
S01219,21,Male,1219,3.06,1588,1219,731,3.8,Engineering,1219,2,1219,1,0,3,5,1219,1,3,1219,56500,10,Mid,7,1219,No
S01220,23,Male,1220,2.79,989,1220,389,3.1,Computer Science,1220,3,1220,0,0,4,1,1220,9,10,1220,25000,6,Entry,9,1220,No
S01221,24,Female,1221,2.64,1181,1221,997,2.51,Business,1221,4,1221,4,3,3,0,1221,10,1,1221,42300,9,Mid,6,1221,No
S01222,26,Female,1222,3.22,1447,1222,583,2.87,Medicine,1222,2,1222,5,2,1,4,1222,6,2,1222,57800,3,Mid,3,1222,No
S01223,18,Female,1223,3.88,1070,1223,432,3.03,Business,1223,1,1223,6,1,5,4,1223,6,8,1223,52000,5,Senior,9,1223,No
S01224,23,Female,1224,3.34,1537,1224,274,2.19,Business,1224,2,1224,9,3,3,2,1224,1,4,1224,64100,4,Mid,1,1224,No
S01225,24,Female,1225,2.15,1254,1225,351,3.49,Computer Science,1225,4,1225,6,2,1,1,1225,5,9,1225,53500,6,Mid,1,1225,No
S01226,20,Male,1226,2.92,1103,1226,134,2.22,Arts,1226,1,1226,1,0,1,3,1226,4,7,1226,59800,2,Entry,2,1226,No
S01227,25,Female,1227,3.78,1188,1227,66,2.81,Computer Science,1227,2,1227,6,1,2,3,1227,1,3,1227,45000,6,Entry,4,1227,No
S01228,22,Female,1228,2.19,1361,1228,639,3.61,Law,1228,4,1228,1,2,3,5,1228,7,1,1228,55000,3,Entry,3,1228,No
S01229,26,Female,1229,3.98,1508,1229,205,2.94,Arts,1229,1,1229,1,4,4,5,1229,4,1,1229,34700,8,Senior,1,1229,No
S01230,22,Male,1230,3.9,1072,1230,298,3.68,Mathematics,1230,1,1230,5,1,4,3,1230,3,1,1230,63000,10,Mid,7,1230,No
S01231,26,Male,1231,2.16,1200,1231,117,2.68,Medicine,1231,3,1231,5,4,5,4,1231,2,10,1231,54100,10,Entry,4,1231,No
S01232,27,Male,1232,3.87,1499,1232,948,3.92,Arts,1232,4,1232,7,5,5,5,1232,8,3,1232,31800,6,Mid,1,1232,No
S01233,21,Male,1233,2.73,1428,1233,267,2.42,Computer Science,1233,3,1233,4,5,2,0,1233,5,5,1233,46600,8,Entry,6,1233,No
S01234,26,Male,1234,3.69,1039,1234,794,2.08,Computer Science,1234,1,1234,4,5,3,1,1234,10,8,1234,87500,7,Entry,6,1234,No
S01235,22,Female,1235,2.84,1177,1235,149,3.74,Business,1235,1,1235,9,3,5,0,1235,9,8,1235,47100,6,Entry,1,1235,No
S01236,27,Female,1236,2.88,1562,1236,194,3.5,Computer Science,1236,2,1236,0,2,3,3,1236,5,2,1236,45400,9,Entry,7,1236,Yes
S01237,26,Male,1237,3.27,1410,1237,680,2.46,Mathematics,1237,3,1237,3,5,4,0,1237,10,9,1237,38600,9,Entry,8,1237,No
S01238,20,Female,1238,3.55,1245,1238,824,3.97,Law,1238,0,1238,0,2,1,4,1238,1,9,1238,33800,10,Executive,5,1238,Yes
S01239,21,Male,1239,2.07,1039,1239,886,3,Computer Science,1239,4,1239,9,2,4,2,1239,10,7,1239,35300,10,Mid,10,1239,No
S01240,26,Male,1240,3.19,1013,1240,179,3.9,Engineering,1240,3,1240,4,2,2,0,1240,5,10,1240,80300,4,Mid,7,1240,No
S01241,27,Male,1241,2.37,1479,1241,148,3.01,Engineering,1241,1,1241,7,1,3,5,1241,5,5,1241,55500,8,Mid,8,1241,No
S01242,28,Female,1242,2.69,1406,1242,465,2.94,Business,1242,2,1242,0,4,1,0,1242,8,5,1242,28800,3,Entry,7,1242,No
S01243,23,Male,1243,2.7,1265,1243,976,2.9,Arts,1243,4,1243,2,4,1,0,1243,6,8,1243,50300,5,Executive,3,1243,No
S01244,19,Male,1244,2.94,1590,1244,569,2.67,Arts,1244,4,1244,0,3,2,5,1244,5,8,1244,65400,3,Executive,10,1244,No
S01245,24,Male,1245,2.67,1536,1245,5,3.07,Engineering,1245,2,1245,5,5,1,3,1245,8,5,1245,56400,10,Mid,10,1245,No
S01246,19,Female,1246,2.21,1296,1246,526,2.91,Law,1246,1,1246,9,3,3,0,1246,1,6,1246,29400,4,Entry,2,1246,No
S01247,28,Male,1247,2.29,1558,1247,280,2.07,Medicine,1247,0,1247,0,2,4,1,1247,5,6,1247,59700,5,Senior,9,1247,No
S01248,19,Female,1248,2.07,1010,1248,499,2.52,Mathematics,1248,2,1248,9,0,3,4,1248,3,6,1248,50500,8,Entry,5,1248,No
S01249,28,Female,1249,2.94,1257,1249,836,2.43,Mathematics,1249,0,1249,2,0,5,1,1249,5,5,1249,53200,10,Mid,9,1249,No
S01250,18,Female,1250,3.91,1137,1250,436,3.73,Mathematics,1250,3,1250,4,2,1,1,1250,3,9,1250,77800,8,Entry,4,1250,Yes
S01251,28,Female,1251,2.23,902,1251,816,3.2,Law,1251,4,1251,4,5,1,3,1251,4,1,1251,49700,3,Entry,1,1251,No
S01252,28,Male,1252,3.89,1303,1252,216,3.53,Engineering,1252,1,1252,1,4,3,0,1252,9,10,1252,39500,8,Senior,8,1252,Yes
S01253,29,Male,1253,3.47,924,1253,687,3.91,Mathematics,1253,0,1253,2,3,2,4,1253,2,3,1253,25000,10,Executive,5,1253,No
S01254,28,Female,1254,3.27,1408,1254,828,3.29,Law,1254,1,1254,8,1,3,4,1254,10,7,1254,39600,4,Senior,4,1254,No
S01255,20,Male,1255,3.29,1595,1255,969,3.97,Medicine,1255,3,1255,0,0,4,4,1255,1,9,1255,38700,2,Entry,9,1255,No
S01256,23,Female,1256,3.65,1364,1256,515,2.62,Arts,1256,0,1256,0,3,2,0,1256,4,2,1256,25000,3,Entry,9,1256,No
S01257,25,Female,1257,2.21,960,1257,887,2.37,Engineering,1257,1,1257,1,0,1,4,1257,8,4,1257,60100,8,Executive,2,1257,No
S01258,26,Female,1258,3.01,1407,1258,137,2.81,Computer Science,1258,1,1258,7,4,1,4,1258,5,8,1258,57600,5,Entry,1,1258,Yes
S01259,24,Female,1259,3.39,1022,1259,978,2.94,Mathematics,1259,3,1259,5,4,2,2,1259,9,5,1259,49600,2,Mid,8,1259,No
S01260,21,Other,1260,3.17,1396,1260,612,3.79,Medicine,1260,2,1260,3,2,2,2,1260,10,8,1260,35100,7,Entry,9,1260,Yes
S01261,23,Female,1261,3.67,954,1261,595,3.12,Medicine,1261,3,1261,6,2,2,4,1261,3,2,1261,53700,5,Entry,4,1261,No
S01262,22,Male,1262,2.14,1062,1262,280,2.58,Medicine,1262,0,1262,5,0,1,5,1262,9,8,1262,59400,6,Senior,1,1262,No
S01263,25,Female,1263,3.38,1598,1263,132,3.49,Arts,1263,0,1263,8,0,1,1,1263,1,6,1263,76500,2,Entry,7,1263,Yes
S01264,18,Male,1264,3.07,938,1264,393,3.01,Law,1264,4,1264,5,3,1,5,1264,2,5,1264,55200,7,Mid,5,1264,No
S01265,18,Male,1265,2.76,1596,1265,481,2.32,Business,1265,1,1265,1,2,1,0,1265,9,2,1265,56900,1,Entry,5,1265,No
S01266,28,Female,1266,2.68,982,1266,513,3.15,Mathematics,1266,0,1266,2,4,1,1,1266,9,7,1266,52500,10,Entry,5,1266,No
S01267,23,Male,1267,3.24,1445,1267,628,3.82,Computer Science,1267,2,1267,8,5,3,1,1267,10,1,1267,47100,10,Entry,10,1267,No
S01268,27,Male,1268,3.78,1012,1268,419,3.69,Mathematics,1268,2,1268,6,3,3,0,1268,5,6,1268,61700,5,Mid,9,1268,Yes
S01269,29,Male,1269,2.99,1324,1269,202,3.17,Engineering,1269,3,1269,5,3,3,0,1269,10,3,1269,49200,9,Executive,7,1269,Yes
S01270,19,Female,1270,3.65,1129,1270,652,2.75,Law,1270,0,1270,4,1,2,3,1270,4,6,1270,47800,7,Senior,2,1270,No
S01271,22,Female,1271,2.8,1182,1271,658,2.17,Medicine,1271,0,1271,2,5,1,3,1271,9,1,1271,44500,9,Mid,10,1271,No
S01272,18,Female,1272,2.2,1186,1272,462,2.94,Mathematics,1272,4,1272,3,4,3,3,1272,10,1,1272,45600,9,Mid,9,1272,No
S01273,24,Male,1273,2.12,1054,1273,778,3.5,Arts,1273,4,1273,0,3,2,4,1273,2,2,1273,55100,1,Senior,4,1273,No
S01274,18,Female,1274,2.1,1064,1274,202,2.72,Medicine,1274,4,1274,4,5,4,5,1274,3,10,1274,59300,8,Entry,5,1274,No
S01275,21,Female,1275,2.76,1081,1275,914,2.47,Law,1275,0,1275,6,1,5,4,1275,8,7,1275,39200,7,Mid,2,1275,No
S01276,26,Male,1276,2.67,1138,1276,152,3.86,Engineering,1276,3,1276,1,5,4,4,1276,1,4,1276,53200,2,Senior,3,1276,No
S01277,18,Male,1277,3.44,1548,1277,897,3.64,Computer Science,1277,3,1277,7,2,4,5,1277,2,4,1277,36600,3,Mid,5,1277,No
S01278,21,Male,1278,3.49,1238,1278,222,3.28,Medicine,1278,3,1278,9,4,5,3,1278,5,4,1278,59500,6,Entry,1,1278,No
S01279,23,Other,1279,2.1,1411,1279,79,2.27,Mathematics,1279,3,1279,5,2,2,5,1279,7,5,1279,72100,3,Mid,1,1279,No
S01280,23,Female,1280,2.44,1165,1280,200,2.29,Mathematics,1280,2,1280,9,1,5,0,1280,10,2,1280,58300,8,Entry,1,1280,No
S01281,29,Female,1281,2.55,1086,1281,762,2.21,Arts,1281,0,1281,2,4,2,4,1281,9,7,1281,45200,4,Senior,7,1281,No
S01282,25,Male,1282,3.1,939,1282,99,3.23,Arts,1282,1,1282,1,0,4,0,1282,3,3,1282,65400,7,Mid,10,1282,No
S01283,18,Female,1283,2.29,1392,1283,978,2.23,Business,1283,0,1283,7,0,5,5,1283,4,3,1283,31500,4,Senior,4,1283,Yes
S01284,24,Female,1284,2.27,1578,1284,912,3.69,Arts,1284,3,1284,3,0,4,3,1284,10,2,1284,54500,2,Entry,4,1284,Yes
S01285,18,Female,1285,3.89,1290,1285,213,3.99,Business,1285,2,1285,6,5,5,0,1285,1,6,1285,92400,7,Executive,3,1285,No
S01286,24,Other,1286,3.61,1159,1286,143,2.73,Computer Science,1286,2,1286,6,3,5,4,1286,1,4,1286,36800,8,Mid,2,1286,No
S01287,20,Male,1287,2.36,1554,1287,702,2.91,Engineering,1287,0,1287,9,5,1,0,1287,1,4,1287,45100,1,Senior,4,1287,No
S01288,28,Male,1288,2.81,1075,1288,389,3.42,Business,1288,1,1288,8,5,3,3,1288,4,8,1288,46700,5,Mid,2,1288,No
S01289,25,Female,1289,2.71,1228,1289,813,3.87,Medicine,1289,3,1289,9,5,3,4,1289,9,2,1289,33200,10,Entry,7,1289,No
S01290,20,Female,1290,3.58,1099,1290,374,3.79,Law,1290,2,1290,7,5,4,4,1290,8,7,1290,38700,8,Entry,10,1290,No
S01291,18,Female,1291,3.02,1095,1291,52,2.12,Mathematics,1291,3,1291,7,0,4,3,1291,4,2,1291,50400,1,Entry,6,1291,No
S01292,25,Male,1292,2.26,1488,1292,967,2.34,Medicine,1292,3,1292,6,3,4,1,1292,8,6,1292,74100,3,Mid,6,1292,No
S01293,20,Female,1293,3.48,1430,1293,624,3.51,Mathematics,1293,3,1293,9,3,1,2,1293,7,5,1293,57200,2,Entry,2,1293,Yes
S01294,19,Male,1294,2.79,961,1294,135,3.38,Engineering,1294,4,1294,4,1,1,3,1294,6,8,1294,66800,3,Mid,5,1294,No
S01295,18,Male,1295,2.53,1226,1295,411,2.27,Arts,1295,3,1295,8,0,4,5,1295,10,6,1295,62500,3,Mid,10,1295,No
S01296,20,Female,1296,2.75,1180,1296,985,3,Law,1296,3,1296,6,4,1,0,1296,2,7,1296,55200,3,Entry,8,1296,No
S01297,19,Female,1297,3,1126,1297,470,3.56,Medicine,1297,1,1297,2,5,5,1,1297,3,6,1297,25000,1,Entry,2,1297,No
S01298,19,Male,1298,2.69,1538,1298,112,2.44,Law,1298,1,1298,5,3,5,3,1298,4,8,1298,74200,3,Entry,8,1298,No
S01299,23,Male,1299,2.48,957,1299,525,3.74,Business,1299,4,1299,2,1,5,2,1299,7,2,1299,65400,2,Senior,9,1299,No
S01300,29,Male,1300,2.8,1376,1300,785,2.11,Engineering,1300,4,1300,5,3,3,4,1300,8,7,1300,54200,9,Entry,3,1300,No
S01301,18,Male,1301,2.04,1275,1301,745,3.56,Medicine,1301,3,1301,7,4,5,5,1301,8,5,1301,30800,10,Entry,4,1301,No
S01302,19,Female,1302,3.54,1142,1302,44,3.23,Arts,1302,2,1302,8,4,3,2,1302,4,9,1302,28100,8,Mid,8,1302,No
S01303,23,Female,1303,2.34,1266,1303,397,2.63,Law,1303,2,1303,1,0,5,2,1303,9,9,1303,32000,6,Mid,2,1303,No
S01304,20,Male,1304,2.09,1399,1304,986,3.44,Arts,1304,0,1304,5,3,4,5,1304,8,8,1304,39700,7,Entry,2,1304,No
S01305,21,Female,1305,3.31,1151,1305,585,3.56,Law,1305,2,1305,2,4,3,3,1305,5,8,1305,55500,1,Entry,1,1305,No
S01306,18,Female,1306,3.55,1221,1306,261,3.87,Medicine,1306,2,1306,6,2,1,4,1306,3,4,1306,46300,7,Entry,2,1306,No
S01307,25,Female,1307,3.63,1275,1307,743,2.74,Engineering,1307,1,1307,3,4,3,4,1307,2,8,1307,51400,8,Entry,9,1307,No
S01308,24,Male,1308,2.99,1308,1308,545,3.37,Computer Science,1308,0,1308,4,4,2,2,1308,9,2,1308,58300,8,Entry,5,1308,No
S01309,24,Female,1309,2.41,1387,1309,388,3.21,Medicine,1309,0,1309,9,3,3,3,1309,1,5,1309,69600,6,Entry,4,1309,No
S01310,20,Male,1310,3.47,1242,1310,476,3.05,Arts,1310,1,1310,5,5,5,4,1310,7,4,1310,40600,7,Entry,2,1310,Yes
S01311,27,Male,1311,3.4,1139,1311,410,3.78,Computer Science,1311,2,1311,7,4,5,4,1311,7,5,1311,25000,2,Entry,2,1311,No
S01312,27,Male,1312,2.49,1038,1312,580,2.01,Engineering,1312,2,1312,1,1,5,0,1312,1,5,1312,38000,4,Mid,6,1312,No
S01313,20,Female,1313,3.81,1021,1313,16,2.56,Arts,1313,0,1313,3,5,1,2,1313,7,5,1313,59000,8,Mid,7,1313,No
S01314,19,Male,1314,2.21,1319,1314,997,3.08,Engineering,1314,2,1314,3,4,4,1,1314,1,7,1314,62600,4,Senior,4,1314,Yes
S01315,29,Male,1315,3.97,1460,1315,662,2.36,Law,1315,0,1315,5,2,3,2,1315,2,1,1315,62900,8,Senior,7,1315,No
S01316,18,Male,1316,3.72,1203,1316,804,3.82,Medicine,1316,2,1316,3,4,1,3,1316,9,2,1316,39600,10,Senior,1,1316,No
S01317,24,Female,1317,3.38,1014,1317,102,3.3,Engineering,1317,3,1317,4,0,2,5,1317,8,7,1317,54900,4,Entry,8,1317,No
S01318,24,Female,1318,3.88,1242,1318,186,2.96,Arts,1318,1,1318,4,3,3,5,1318,9,1,1318,72800,9,Entry,3,1318,Yes
S01319,29,Male,1319,3.44,1150,1319,951,3.63,Medicine,1319,4,1319,7,2,5,4,1319,9,9,1319,61300,1,Mid,7,1319,No
S01320,19,Female,1320,2.38,906,1320,931,2.9,Mathematics,1320,3,1320,3,1,1,4,1320,4,3,1320,25000,6,Senior,7,1320,No
S01321,24,Female,1321,2.88,1488,1321,25,3.12,Arts,1321,2,1321,5,4,1,0,1321,5,6,1321,49300,1,Mid,3,1321,No
S01322,25,Female,1322,2.14,1078,1322,72,2.01,Arts,1322,4,1322,6,4,3,4,1322,10,4,1322,45000,6,Entry,5,1322,No
S01323,18,Male,1323,2.78,1044,1323,593,2.73,Mathematics,1323,3,1323,7,1,1,4,1323,7,3,1323,27600,4,Mid,2,1323,Yes
S01324,26,Female,1324,3.48,1315,1324,573,2.28,Mathematics,1324,1,1324,8,4,1,5,1324,6,8,1324,72000,8,Entry,9,1324,No
S01325,24,Female,1325,2.77,1565,1325,18,3.38,Computer Science,1325,4,1325,9,0,1,1,1325,9,2,1325,29200,8,Senior,5,1325,No
S01326,20,Female,1326,2.66,1020,1326,754,2.96,Business,1326,4,1326,7,5,3,2,1326,2,3,1326,48500,9,Mid,4,1326,No
S01327,25,Male,1327,3.19,1023,1327,570,2.6,Engineering,1327,1,1327,3,5,5,4,1327,8,8,1327,69600,7,Mid,10,1327,No
S01328,24,Female,1328,3.74,1049,1328,332,2.94,Engineering,1328,3,1328,3,2,1,3,1328,2,3,1328,36800,8,Entry,3,1328,No
S01329,28,Female,1329,2.1,1296,1329,889,2.42,Computer Science,1329,4,1329,9,4,1,1,1329,2,8,1329,49500,3,Mid,1,1329,No
S01330,25,Female,1330,2.77,1280,1330,569,3.85,Law,1330,1,1330,4,1,4,1,1330,3,7,1330,57300,10,Mid,7,1330,No
S01331,23,Male,1331,2.32,900,1331,97,2.11,Engineering,1331,3,1331,2,1,2,0,1331,4,2,1331,38000,4,Mid,3,1331,Yes
S01332,26,Male,1332,3.39,1572,1332,727,3.73,Mathematics,1332,2,1332,1,2,4,3,1332,6,1,1332,41400,4,Senior,10,1332,No
S01333,22,Female,1333,2.21,1143,1333,831,3.02,Computer Science,1333,0,1333,1,0,5,1,1333,6,1,1333,54500,6,Mid,1,1333,No
S01334,20,Female,1334,3.33,1297,1334,12,3.24,Engineering,1334,2,1334,8,2,4,2,1334,2,2,1334,59600,7,Mid,10,1334,Yes
S01335,20,Male,1335,2.57,1150,1335,11,2.61,Engineering,1335,2,1335,7,4,3,3,1335,6,7,1335,61800,9,Senior,10,1335,No
S01336,18,Female,1336,2.4,1475,1336,909,3.93,Arts,1336,0,1336,5,5,4,2,1336,8,9,1336,35500,10,Entry,8,1336,Yes
S01337,29,Male,1337,3.87,1198,1337,163,2.56,Computer Science,1337,2,1337,8,0,3,0,1337,5,7,1337,25600,6,Entry,8,1337,No
S01338,25,Female,1338,2.04,1196,1338,283,3.18,Mathematics,1338,2,1338,4,0,4,0,1338,1,3,1338,62800,2,Mid,3,1338,No
S01339,19,Female,1339,2.88,1399,1339,729,3.99,Law,1339,1,1339,9,1,4,4,1339,8,8,1339,68700,10,Entry,10,1339,No
S01340,20,Female,1340,2.04,1014,1340,872,3.76,Engineering,1340,1,1340,0,0,2,2,1340,6,8,1340,88900,10,Entry,3,1340,No
S01341,25,Female,1341,2.97,900,1341,835,3.07,Law,1341,3,1341,7,4,3,5,1341,2,9,1341,96900,7,Entry,2,1341,No
S01342,25,Male,1342,3,1452,1342,241,3.98,Business,1342,4,1342,2,4,5,2,1342,7,9,1342,76400,10,Mid,8,1342,No
