Student_ID,Score_ID,High_School_GPA,SAT_Score
S01080,1080,2.6,1590
S01081,1081,2.02,1167
S01082,1082,2.6,1296
S01083,1083,3.16,1219
S01084,1084,2.75,1419
S01085,1085,3.07,1348
S01086,1086,3.75,1375
S01087,1087,3.82,1489
S01088,1088,2.53,1139
S01089,1089,2.92,1157
S01090,1090,3.1,1542
S01091,1091,3.9,1289
S01092,1092,4,1242
S01093,1093,2.47,1286
S01094,1094,3.45,1293
S01095,1095,2.76,1582
S01096,1096,2.02,1558
S01097,1097,2.02,1169
S01098,1098,2.92,1048
S01099,1099,2.98,1279
S01100,1100,2.05,927
S01101,1101,3.37,1048
S01102,1102,2.59,1319
S01103,1103,3.12,1179
S01104,1104,2.6,1081
S01105,1105,2.33,1065
S01106,1106,2.81,916
S01107,1107,2.46,1049
S01108,1108,3.07,1238
S01109,1109,2.4,944
S01110,1110,3.02,1401
S01111,1111,2.31,1088
S01112,1112,3.34,1550
S01113,1113,3.51,960
S01114,1114,2.22,1193
S01115,1115,2.94,932
S01116,1116,2.14,1198
S01117,1117,3.2,1314
S01118,1118,2.53,1523
S01119,1119,3.06,1448
S01120,1120,3.03,1330
S01121,1121,3.85,1394
S01122,1122,3.1,999
S01123,1123,3.17,922
S01124,1124,2.8,1319
S01125,1125,3.9,1323
S01126,1126,3.55,1386
S01127,1127,2.57,988
S01128,1128,3.69,1108
S01129,1129,2.86,1170
S01130,1130,3.66,1305
S01131,1131,3.65,1177
S01132,1132,2.38,1105
S01133,1133,3.4,1489
S01134,1134,2.58,1227
S01135,1135,2.59,1509
S01136,1136,2.59,1235
S01137,1137,3.45,1505
S01138,1138,2.46,1491
S01139,1139,2,937
S01140,1140,3.43,1127
S01141,1141,2.34,1382
S01142,1142,2.21,1033
S01143,1143,2.48,1289
S01144,1144,2.76,1512
S01145,1145,2.95,1324
S01146,1146,2.09,1486
S01147,1147,3.94,1409
S01148,1148,3.43,1494
S01149,1149,2.65,1326
S01150,1150,2.64,1554
S01151,1151,2.9,1373
S01152,1152,3.25,1467
S01153,1153,2.29,1260
S01154,1154,2.38,1110
S01155,1155,3.72,1078
S01156,1156,2.51,957
S01157,1157,2.76,972
S01158,1158,3.74,1114
S01159,1159,3.33,972
S01160,1160,2.68,1366
S01161,1161,3.37,1170
S01162,1162,2.04,1398
S01163,1163,3.47,1253
S01164,1164,2.97,1133
S01165,1165,3.63,1218
S01166,1166,3.91,918
S01167,1167,3.85,1524
S01168,1168,3.82,1474
S01169,1169,3.02,1271
S01170,1170,2.72,1083
S01171,1171,2.93,1176
S01172,1172,3.38,1573
S01173,1173,3.77,1044
S01174,1174,2.41,1557
S01175,1175,3.84,980
S01176,1176,3.63,1221
S01177,1177,3.96,1334
S01178,1178,3.76,942
S01179,1179,2.56,1212
S01180,1180,2.21,1192
S01181,1181,2.22,1587
S01182,1182,2.58,968
S01183,1183,3.23,955
S01184,1184,3.61,1530
S01185,1185,3.8,1103
S01186,1186,3.25,1319
S01187,1187,2.01,1466
S01188,1188,2.37,1449
S01189,1189,2.2,1142
S01190,1190,2.73,1100
S01191,1191,3,1373
S01192,1192,2.09,1426
S01193,1193,2.7,1555
S01194,1194,2.36,976
S01195,1195,3.29,1377
S01196,1196,2.93,1339
S01197,1197,2.99,1162
S01198,1198,2.86,1084
S01199,1199,3.91,954
S01200,1200,2.43,1207
S01201,1201,3.03,1415
S01202,1202,3.47,1198
S01203,1203,3.11,1451
S01204,1204,3.86,1129
S01205,1205,2.76,1276
S01206,1206,2.93,1185
S01207,1207,2.18,1037
S01208,1208,3.22,1377
S01209,1209,2.58,1514
S01210,1210,2.32,906
S01211,1211,3.09,1575
S01212,1212,3.06,1318
S01213,1213,2.15,1371
S01214,1214,3.4,1319
S01215,1215,3.25,1175
S01216,1216,2.38,1460
S01217,1217,2.94,1507
S01218,1218,3.44,1470
S01219,1219,3.06,1588
S01220,1220,2.79,989
S01221,1221,2.64,1181
S01222,1222,3.22,1447
S01223,1223,3.88,1070
S01224,1224,3.34,1537
S01225,1225,2.15,1254
S01226,1226,2.92,1103
S01227,1227,3.78,1188
S01228,1228,2.19,1361
S01229,1229,3.98,1508
S01230,1230,3.9,1072
S01231,1231,2.16,1200
S01232,1232,3.87,1499
S01233,1233,2.73,1428
S01234,1234,3.69,1039
S01235,1235,2.84,1177
S01236,1236,2.88,1562
S01237,1237,3.27,1410
S01238,1238,3.55,1245
S01239,1239,2.07,1039
S01240,1240,3.19,1013
S01241,1241,2.37,1479
S01242,1242,2.69,1406
S01243,1243,2.7,1265
S01244,1244,2.94,1590
S01245,1245,2.67,1536
S01246,1246,2.21,1296
S01247,1247,2.29,1558
S01248,1248,2.07,1010
S01249,1249,2.94,1257
S01250,1250,3.91,1137
S01251,1251,2.23,902
S01252,1252,3.89,1303
S01253,1253,3.47,924
S01254,1254,3.27,1408
S01255,1255,3.29,1595
S01256,1256,3.65,1364
S01257,1257,2.21,960
S01258,1258,3.01,1407
S01259,1259,3.39,1022
S01260,1260,3.17,1396
S01261,1261,3.67,954
S01262,1262,2.14,1062
S01263,1263,3.38,1598
S01264,1264,3.07,938
S01265,1265,2.76,1596
S01266,1266,2.68,982
S01267,1267,3.24,1445
S01268,1268,3.78,1012
S01269,1269,2.99,1324
S01270,1270,3.65,1129
S01271,1271,2.8,1182
S01272,1272,2.2,1186
S01273,1273,2.12,1054
S01274,1274,2.1,1064
S01275,1275,2.76,1081
S01276,1276,2.67,1138
S01277,1277,3.44,1548
S01278,1278,3.49,1238
S01279,1279,2.1,1411
S01280,1280,2.44,1165
S01281,1281,2.55,1086
S01282,1282,3.1,939
S01283,1283,2.29,1392
S01284,1284,2.27,1578
S01285,1285,3.89,1290
S01286,1286,3.61,1159
S01287,1287,2.36,1554
S01288,1288,2.81,1075
S01289,1289,2.71,1228
S01290,1290,3.58,1099
S01291,1291,3.02,1095
S01292,1292,2.26,1488
S01293,1293,3.48,1430
S01294,1294,2.79,961
S01295,1295,2.53,1226
S01296,1296,2.75,1180
S01297,1297,3,1126
S01298,1298,2.69,1538
S01299,1299,2.48,957
S01300,1300,2.8,1376
S01301,1301,2.04,1275
S01302,1302,3.54,1142
S01303,1303,2.34,1266
S01304,1304,2.09,1399
S01305,1305,3.31,1151
S01306,1306,3.55,1221
S01307,1307,3.63,1275
S01308,1308,2.99,1308
S01309,1309,2.41,1387
S01310,1310,3.47,1242
S01311,1311,3.4,1139
S01312,1312,2.49,1038
S01313,1313,3.81,1021
S01314,1314,2.21,1319
S01315,1315,3.97,1460
S01316,1316,3.72,1203
S01317,1317,3.38,1014
S01318,1318,3.88,1242
S01319,1319,3.44,1150
S01320,1320,2.38,906
S01321,1321,2.88,1488
S01322,1322,2.14,1078
S01323,1323,2.78,1044
S01324,1324,3.48,1315
S01325,1325,2.77,1565
S01326,1326,2.66,1020
S01327,1327,3.19,1023
S01328,1328,3.74,1049
S01329,1329,2.1,1296
S01330,1330,2.77,1280
S01331,1331,2.32,900
S01332,1332,3.39,1572
S01333,1333,2.21,1143
S01334,1334,3.33,1297
S01335,1335,2.57,1150
S01336,1336,2.4,1475
S01337,1337,3.87,1198
S01338,1338,2.04,1196
S01339,1339,2.88,1399
S01340,1340,2.04,1014
S01341,1341,2.97,900
S01342,1342,3,1452
S01343,1343,2.64,1584
S01344,1344,2.26,1499
S01345,1345,2.75,1381
S01346,1346,3.34,1509
S01347,1347,3.56,1499
S01348,1348,3.06,1409
S01349,1349,3.18,1234
S01350,1350,2.4,1364
S01351,1351,2.57,1040
S01352,1352,2.32,1482
S01353,1353,2.5,1036
S01354,1354,2.45,1510
S01355,1355,3.04,1562
S01356,1356,3.13,1586
S01357,1357,3.89,1066
S01358,1358,2.39,1242
S01359,1359,3.28,1309
S01360,1360,3.63,964
S01361,1361,3.12,1480
S01362,1362,2.51,966
S01363,1363,2.53,1332
S01364,1364,2.08,949
S01365,1365,2.61,1213
S01366,1366,3.49,1208
S01367,1367,2.1,1502
S01368,1368,2.44,1014
S01369,1369,3.41,1468
S01370,1370,3.57,1241
S01371,1371,2.91,1429
S01372,1372,3.4,1541
S01373,1373,2.78,1394
S01374,1374,2.32,1168
S01375,1375,2.8,979
S01376,1376,3.16,1355
S01377,1377,3.9,1198
S01378,1378,2.14,1101
S01379,1379,3.01,1402
S01380,1380,2.66,1570
S01381,1381,3.02,1548
S01382,1382,2.05,1384
S01383,1383,2.63,1484
S01384,1384,3.64,1459
S01385,1385,3.11,917
S01386,1386,2.9,1377
S01387,1387,2.57,1387
S01388,1388,2.6,1345
S01389,1389,2.77,1239
S01390,1390,3.67,1430
S01391,1391,3.93,1511
S01392,1392,2.88,1015
S01393,1393,2.79,973
S01394,1394,3.69,1168
S01395,1395,2.85,1536
S01396,1396,3.1,1015
S01397,1397,2.46,1585
S01398,1398,3.49,1592
S01399,1399,3.06,1568
S01400,1400,3.62,1063
S01401,1401,3.56,1482
S01402,1402,2.43,1121
S01403,1403,3.43,1025
S01404,1404,3.6,1556
S01405,1405,2.69,1075
S01406,1406,2.35,1563
S01407,1407,2.01,1593
S01408,1408,2.9,1274
S01409,1409,2.7,1397
S01410,1410,3.11,984
S01411,1411,2.38,1282
S01412,1412,3.72,1532
S01413,1413,2.52,1540
S01414,1414,2.45,1362
S01415,1415,2.96,1350
S01416,1416,3,1417
S01417,1417,2.43,1594
S01418,1418,2.54,1449
S01419,1419,2.34,1015
S01420,1420,3.44,1513
S01421,1421,3.54,907
S01422,1422,2.92,1117
S01423,1423,3.43,1489
S01424,1424,3.47,1303
S01425,1425,2.28,1466
S01426,1426,3.93,1203
S01427,1427,3.64,1366
S01428,1428,2.41,987
S01429,1429,2.37,909
S01430,1430,2.25,1207
S01431,1431,2.28,1333
S01432,1432,3.5,1063
S01433,1433,2.94,1138
S01434,1434,3.57,1216
S01435,1435,3.49,1555
S01436,1436,3.21,1234
S01437,1437,3.37,917
S01438,1438,2.04,970
S01439,1439,2.62,1074
S01440,1440,3.28,1238
S01441,1441,2.02,1147
S01442,1442,2.07,1092
S01443,1443,3.7,1318
S01444,1444,3.37,1224
S01445,1445,2.53,1205
S01446,1446,3.38,1103
S01447,1447,3.58,1022
S01448,1448,2.61,1469
S01449,1449,2.07,1346
S01450,1450,3.87,1390
S01451,1451,2.69,1332
S01452,1452,2.21,1523
S01453,1453,2.98,1027
S01454,1454,3.54,1447
S01455,1455,2.44,946
S01456,1456,2.54,1404
S01457,1457,2.49,1014
S01458,1458,3.98,1315
S01459,1459,2.39,1122
S01460,1460,3.15,1535
S01461,1461,3.85,1402
S01462,1462,2.29,1571
S01463,1463,3.94,995
S01464,1464,3.89,1006
S01465,1465,3.77,1531
S01466,1466,2.43,1512
S01467,1467,3.27,1514
S01468,1468,3.52,1577
S01469,1469,3.97,1597
S01470,1470,2.36,931
S01471,1471,3.53,1392
S01472,1472,2.68,965
S01473,1473,2.35,1078
S01474,1474,2.84,1342
S01475,1475,3.59,1448
S01476,1476,2.93,1100
S01477,1477,3.08,948
S01478,1478,3.99,1579
S01479,1479,2.8,1162
S01480,1480,3.23,1032
S01481,1481,2.73,1243
S01482,1482,2.79,1075
S01483,1483,3.39,1290
S01484,1484,3.88,910
S01485,1485,3.08,1100
S01486,1486,3.54,902
S01487,1487,2.18,1113
S01488,1488,2.42,1206
S01489,1489,3,1443
S01490,1490,2.04,1459
S01491,1491,2.51,1226
S01492,1492,3.03,1098
S01493,1493,2.03,1500
S01494,1494,2.53,1008
S01495,1495,3.03,1190
S01496,1496,3.15,1007
S01497,1497,3.85,1307
S01498,1498,3.29,1451
S01499,1499,2.83,951
S01500,1500,3.86,1011
S01501,1501,3.57,1194
S01502,1502,2.4,1479
S01503,1503,2.26,1088
S01504,1504,3.35,964
S01505,1505,3.12,1473
S01506,1506,3.58,1364
S01507,1507,3.48,1157
S01508,1508,3.25,1545
S01509,1509,3.97,1533
S01510,1510,3.07,1230
S01511,1511,2.23,1400
S01512,1512,3.66,1582
S01513,1513,2.5,1109
S01514,1514,3.55,988
S01515,1515,3.91,1578
S01516,1516,3.39,927
S01517,1517,3.19,1137
S01518,1518,2.92,1235
S01519,1519,2.73,962
S01520,1520,2.71,1452
S01521,1521,3.27,1399
S01522,1522,3.5,1440
S01523,1523,3.36,1368
S01524,1524,2.4,1491
S01525,1525,2.99,950
S01526,1526,3.58,1011
S01527,1527,2.95,1200
S01528,1528,3.07,989
S01529,1529,3.54,1128
S01530,1530,3.32,1049
S01531,1531,2.82,1037
S01532,1532,3.79,1034
S01533,1533,2.33,1356
S01534,1534,3.99,1500
S01535,1535,2.24,1393
S01536,1536,2.03,1426
S01537,1537,3.78,1232
S01538,1538,2.49,1261
S01539,1539,3.46,1073
S01540,1540,3.62,1501
S01541,1541,3.72,1112
S01542,1542,3.98,1242
S01543,1543,2.59,960
S01544,1544,3.42,960
S01545,1545,2.23,1577
S01546,1546,2.81,1423
S01547,1547,3.7,1115
S01548,1548,2.74,1488
S01549,1549,3.18,1523
S01550,1550,3.01,1477
S01551,1551,3.29,1593
S01552,1552,3.95,1322
S01553,1553,2.11,1322
S01554,1554,3.15,1270
S01555,1555,3.73,1105
S01556,1556,2.96,1185
S01557,1557,2.16,1004
S01558,1558,3.12,1587
S01559,1559,2.66,1442
S01560,1560,2.31,1141
S01561,1561,3.7,1390
S01562,1562,3.04,1564
S01563,1563,3.87,1397
S01564,1564,3.61,1334
S01565,1565,3.39,1383
S01566,1566,2.01,1346
S01567,1567,2.86,1283
S01568,1568,2.39,1409
S01569,1569,3.82,1069
S01570,1570,2.35,1222
S01571,1571,2.57,1373
S01572,1572,3.03,1131
S01573,1573,2.53,1595
S01574,1574,2.42,1258
S01575,1575,3.2,1174
S01576,1576,2.18,931
S01577,1577,2.12,1076
S01578,1578,2.74,964
S01579,1579,3.44,926
S01580,1580,3.11,1562
S01581,1581,2.85,1378
S01582,1582,3.13,1167
S01583,1583,2.73,1496
S01584,1584,3.87,965
S01585,1585,2.11,1032
S01586,1586,3.35,1265
S01587,1587,3.78,981
S01588,1588,3.61,1227
S01589,1589,2.37,997
S01590,1590,2.59,1484
S01591,1591,3.43,1226
S01592,1592,2.17,1441
S01593,1593,3.62,1024
S01594,1594,3.44,1109
S01595,1595,3.46,1032
S01596,1596,2.2,1402
S01597,1597,3.44,1056
S01598,1598,3.36,1458
S01599,1599,3.66,1281
S01600,1600,2.08,921
S01601,1601,2.05,1494
S01602,1602,2.75,1318
S01603,1603,2.3,1371
S01604,1604,3.12,1133
S01605,1605,3.83,1471
S01606,1606,2.78,1353
S01607,1607,3.69,1599
S01608,1608,2,1469
S01609,1609,2.34,1061
S01610,1610,2.06,1200
S01611,1611,2.66,1205
S01612,1612,3.82,901
S01613,1613,2.19,1170
S01614,1614,3.21,1320
S01615,1615,2.9,1042
S01616,1616,3.88,1599
S01617,1617,2.25,1591
S01618,1618,2.42,1434
S01619,1619,2.06,936
S01620,1620,2.87,1006
S01621,1621,2.56,1196
S01622,1622,3.74,996
S01623,1623,3.21,1180
S01624,1624,3.23,1009
S01625,1625,3.06,1448
S01626,1626,2.18,1451
S01627,1627,2.89,1496
S01628,1628,4,1087
S01629,1629,3.67,1387
S01630,1630,3.79,1253
S01631,1631,3.65,918
S01632,1632,2.21,1292
S01633,1633,2.45,1160
S01634,1634,2.01,1309
S01635,1635,2.61,1302
S01636,1636,2.22,1569
S01637,1637,2.95,1383
S01638,1638,3.35,1203
S01639,1639,3.75,1523
S01640,1640,3.5,1555
S01641,1641,3.88,917
S01642,1642,2.11,1083
S01643,1643,2.02,1304
S01644,1644,3.32,1030
S01645,1645,2.58,1378
S01646,1646,2.51,907
S01647,1647,2.66,1217
S01648,1648,2.54,1290
S01649,1649,3.02,1418
S01650,1650,2.88,1035
S01651,1651,3.02,1430
S01652,1652,3.35,1550
S01653,1653,2.77,1266
S01654,1654,2.5,1388
S01655,1655,2.33,1588
S01656,1656,2.7,910
S01657,1657,3.48,1452
S01658,1658,3.51,1345
S01659,1659,3.33,1013
S01660,1660,2.47,1591
S01661,1661,3.18,1095
S01662,1662,3.14,1222
S01663,1663,2.97,1411
S01664,1664,3.1,1527
S01665,1665,2.98,1561
S01666,1666,3.13,1529
S01667,1667,3.43,1064
S01668,1668,2.22,1151
S01669,1669,3.5,943
S01670,1670,2.27,1369
S01671,1671,2.13,1388
S01672,1672,3.95,1080
S01673,1673,3.91,976
S01674,1674,2.12,1273
S01675,1675,2.89,1527
S01676,1676,2.37,966
S01677,1677,2.97,1424
S01678,1678,3.66,991
S01679,1679,3.9,1550
S01680,1680,3.27,1143
S01681,1681,2.71,1240
S01682,1682,3.21,1203
S01683,1683,2.62,1297
S01684,1684,3.82,1347
S01685,1685,3.74,996
S01686,1686,3.12,1230
S01687,1687,2.65,1104
S01688,1688,2.59,1348
S01689,1689,2.07,1317
S01690,1690,3.63,1548
S01691,1691,2.9,976
S01692,1692,2.65,1448
S01693,1693,2.94,1324
S01694,1694,3.64,1328
S01695,1695,2.25,1384
S01696,1696,3.72,1034
S01697,1697,3.8,1553
S01698,1698,3.89,1153
S01699,1699,2.79,1459
S01700,1700,2.43,1154
S01701,1701,2.75,1545
S01702,1702,2.67,1398
S01703,1703,2.35,1512
S01704,1704,3.21,1383
S01705,1705,2.95,945
S01706,1706,3.73,1342
S01707,1707,2.06,1481
S01708,1708,3.29,1547
S01709,1709,3.53,1478
S01710,1710,3.52,903
S01711,1711,3.77,900
S01712,1712,3.46,1189
S01713,1713,3.86,1008
S01714,1714,2.67,1474
S01715,1715,3.01,1359
S01716,1716,2.03,1165
S01717,1717,2.01,1037
S01718,1718,2.48,1333
S01719,1719,2.2,943
S01720,1720,2.52,1409
S01721,1721,2.35,1161
S01722,1722,2.06,1532
S01723,1723,3.82,1051
S01724,1724,2.02,1112
S01725,1725,3.47,1133
S01726,1726,2.3,1522
S01727,1727,3.82,1260
S01728,1728,3.79,1219
S01729,1729,3.31,1121
S01730,1730,3.34,1109
S01731,1731,2.01,1295
S01732,1732,3.97,1482
S01733,1733,3.76,1388
S01734,1734,3.79,1500
S01735,1735,3.32,1363
S01736,1736,2.69,1599
S01737,1737,3.79,1523
S01738,1738,2.58,1351
S01739,1739,3.13,1312
S01740,1740,2.2,1375
S01741,1741,3.84,1155
S01742,1742,2.28,1049
S01743,1743,2.45,1026
S01744,1744,3.12,1291
S01745,1745,3.53,1379
S01746,1746,3.24,1296
S01747,1747,2.46,1301
S01748,1748,2,1173
S01749,1749,3.51,1038
S01750,1750,3.97,1002
S01751,1751,3.62,1141
S01752,1752,2.92,1016
S01753,1753,3.81,1113
S01754,1754,2.82,1383
S01755,1755,3.05,1428
S01756,1756,2.95,1590
S01757,1757,2.9,1123
S01758,1758,3.55,1169
S01759,1759,3.05,1033
S01760,1760,2.63,1013
S01761,1761,2.52,1340
S01762,1762,2.08,1543
S01763,1763,3.17,1550
S01764,1764,2.46,1264
S01765,1765,2.3,1131
S01766,1766,3.31,1357
S01767,1767,3.36,1274
S01768,1768,3.5,1503
S01769,1769,3.01,1510
S01770,1770,3.79,1106
S01771,1771,3.87,1419
S01772,1772,3.61,1367
S01773,1773,3.27,1342
S01774,1774,2.61,1220
S01775,1775,3.97,992
S01776,1776,2.55,1307
S01777,1777,2.41,1057
S01778,1778,2.88,998
S01779,1779,2.11,1124
S01780,1780,3.96,1340
S01781,1781,3.18,1484
S01782,1782,3.11,1300
S01783,1783,3.31,1470
S01784,1784,2.99,963
S01785,1785,2.06,1459
S01786,1786,3.22,1178
S01787,1787,3.43,1569
S01788,1788,2.83,1418
S01789,1789,3.51,1147
S01790,1790,2.45,1267
S01791,1791,2.44,1517
S01792,1792,2.32,997
S01793,1793,2.74,1167
S01794,1794,3.69,959
S01795,1795,3.66,1399
S01796,1796,2.77,1207
S01797,1797,3.18,1392
S01798,1798,3.44,1310
S01799,1799,2.48,1039
S01800,1800,2.34,1227
S01801,1801,3.94,1363
S01802,1802,3.24,1536
S01803,1803,3.96,1062
S01804,1804,2.68,959
S01805,1805,3.41,930
S01806,1806,2.45,1232
S01807,1807,2.52,975
S01808,1808,3.02,1216
S01809,1809,2.64,1316
S01810,1810,2.34,1089
S01811,1811,2.53,1388
S01812,1812,2.07,1214
S01813,1813,3.41,1195
S01814,1814,2.98,1400
S01815,1815,2.19,1076
S01816,1816,2.34,1114
S01817,1817,2.21,1552
S01818,1818,3.23,1496
S01819,1819,2.19,1593
S01820,1820,3.51,1231
S01821,1821,2.04,1027
S01822,1822,2.5,1168
S01823,1823,3.78,1450
S01824,1824,3.44,1434
S01825,1825,2.15,1265
S01826,1826,3.64,1518
S01827,1827,2.99,1247
S01828,1828,3.69,1041
S01829,1829,3.2,1044
S01830,1830,3.36,1144
S01831,1831,3.99,1341
S01832,1832,2.46,1189
S01833,1833,3.25,1590
S01834,1834,2.92,1011
S01835,1835,2.08,1113
S01836,1836,2.03,1549
S01837,1837,2.24,1099
S01838,1838,3.3,1304
S01839,1839,3.13,1320
S01840,1840,3.11,906
S01841,1841,2.06,1424
S01842,1842,2.94,1491
S01843,1843,3.85,1185
S01844,1844,2.8,1570
S01845,1845,3.25,1288
S01846,1846,3.56,1315
S01847,1847,3.57,1049
S01848,1848,3.04,1327
S01849,1849,3.72,1192
S01850,1850,2.78,1233
S01851,1851,3.78,1171
S01852,1852,2.48,942
S01853,1853,2.56,1367
S01854,1854,2.11,1218
S01855,1855,3.59,1391
S01856,1856,2.83,1426
S01857,1857,2.46,1071
S01858,1858,2.46,1548
S01859,1859,3.8,1220
S01860,1860,3.67,943
S01861,1861,3.11,1431
S01862,1862,3.23,1530
S01863,1863,2.95,1353
S01864,1864,2.78,982
S01865,1865,3.83,1442
S01866,1866,2.25,1221
S01867,1867,2.84,1133
S01868,1868,2.69,1439
S01869,1869,3,1151
S01870,1870,2.92,1348
S01871,1871,3.04,1138
S01872,1872,2.28,1389
S01873,1873,3.03,1363
S01874,1874,2.48,1213
S01875,1875,2.37,1074
S01876,1876,2.13,1079
S01877,1877,3.53,1284
S01878,1878,2.85,1194
S01879,1879,3.25,1114
S01880,1880,3.46,974
S01881,1881,3.36,1243
S01882,1882,2.94,1041
S01883,1883,2.78,1098
S01884,1884,2.75,1070
S01885,1885,3.28,1305
S01886,1886,2.99,1127
S01887,1887,3.7,1310
S01888,1888,3.75,1590
S01889,1889,2.34,961
S01890,1890,2.27,1226
S01891,1891,3.26,1032
S01892,1892,2.6,1483
S01893,1893,2.04,1489
S01894,1894,3.78,1088
S01895,1895,2.45,1255
S01896,1896,3.86,970
S01897,1897,3.43,1162
S01898,1898,3.53,1205
S01899,1899,2.4,1457
S01900,1900,2.47,1123
S01901,1901,3.04,1227
S01902,1902,2.34,1487
S01903,1903,2.61,973
S01904,1904,2.64,1410
S01905,1905,2.32,1041
S01906,1906,2.41,1484
S01907,1907,3.58,1001
S01908,1908,2.33,1505
S01909,1909,2.06,1480
S01910,1910,3.26,964
S01911,1911,3.95,1092
S01912,1912,2.66,961
S01913,1913,2.24,1431
S01914,1914,3.14,1140
S01915,1915,3.81,1309
S01916,1916,3.57,1199
S01917,1917,3.25,1094
S01918,1918,2.63,1353
S01919,1919,3.08,1473
S01920,1920,2.18,1518
S01921,1921,3.36,1536
S01922,1922,3.45,1200
S01923,1923,3.93,1355
S01924,1924,2.52,1101
S01925,1925,2.04,1573
S01926,1926,3.09,1201
S01927,1927,3.41,1523
S01928,1928,3.58,1236
S01929,1929,2.39,931
S01930,1930,2.52,997
S01931,1931,3.03,1090
S01932,1932,2.66,1440
S01933,1933,3.72,947
S01934,1934,2.95,1149
S01935,1935,3.6,1125
S01936,1936,3.16,1171
S01937,1937,3.55,1564
S01938,1938,2.67,1384
S01939,1939,3.66,1227
S01940,1940,2.55,1079
S01941,1941,3.09,1564
S01942,1942,2.43,922
S01943,1943,2.95,1505
S01944,1944,2.64,1269
S01945,1945,2.53,1144
S01946,1946,3.93,1059
S01947,1947,2.32,1272
S01948,1948,3.57,1184
S01949,1949,3.97,1420
S01950,1950,2.04,1349
S01951,1951,3.4,1596
S01952,1952,2.51,1546
S01953,1953,2.08,1521
S01954,1954,2.81,1480
S01955,1955,3.87,1035
S01956,1956,2.02,995
S01957,1957,3.18,1018
S01958,1958,3,1273
S01959,1959,3.75,1173
S01960,1960,2.17,1076
S01961,1961,3.36,1176
S01962,1962,3.36,1037
S01963,1963,3.34,1031
S01964,1964,3.88,943
S01965,1965,3.65,1022
S01966,1966,2.08,1035
S01967,1967,2.94,1266
S01968,1968,2.8,1272
S01969,1969,2.62,1025
S01970,1970,2.9,1338
S01971,1971,2.77,1475
S01972,1972,2.86,950
S01973,1973,3.96,1036
S01974,1974,2.18,1057
S01975,1975,3.84,955
S01976,1976,2.96,1492
S01977,1977,3.25,1327
S01978,1978,3.66,1342
S01979,1979,2.72,1225
S01980,1980,2.86,1539
S01981,1981,2.82,1537
S01982,1982,2.75,979
S01983,1983,3.85,1373
S01984,1984,3.66,1276
S01985,1985,2.22,1232
S01986,1986,2.22,1074
S01987,1987,2.86,1556
S01988,1988,2.2,1340
S01989,1989,3.24,1025
S01990,1990,2.29,1593
S01991,1991,3.04,1118
S01992,1992,2.01,1177
S01993,1993,2.63,1384
S01994,1994,3.35,1494
S01995,1995,2.97,1040
S01996,1996,3.96,1506
S01997,1997,3.75,1009
S01998,1998,2.72,951
S01999,1999,2.09,1514
S02000,2000,3.69,1512
S02001,2001,3.82,1553
S02002,2002,3.64,1218
S02003,2003,2.26,1098
S02004,2004,4,945
S02005,2005,2.52,1404
S02006,2006,3.45,1439
S02007,2007,3.82,1413
S02008,2008,2.47,916
S02009,2009,3.82,1214
S02010,2010,2.62,1335
S02011,2011,3.95,1287
S02012,2012,2.56,976
S02013,2013,3.91,1270
S02014,2014,2.11,1064
S02015,2015,3.42,1508
S02016,2016,3.06,1516
S02017,2017,2.96,923
S02018,2018,2.45,934
S02019,2019,3.41,1413
S02020,2020,2.38,1360
S02021,2021,3.11,1037
S02022,2022,2.51,1473
S02023,2023,3.91,1470
S02024,2024,2.06,1164
S02025,2025,2.4,1232
S02026,2026,2.48,1087
S02027,2027,2.83,962
S02028,2028,2.47,1178
S02029,2029,2.98,1441
S02030,2030,3.74,1070
S02031,2031,3.42,1402
S02032,2032,3.16,1432
S02033,2033,2.18,1198
S02034,2034,3.39,1100
S02035,2035,2.33,1034
S02036,2036,3.57,1171
S02037,2037,2.5,1434
S02038,2038,2.83,1341
S02039,2039,2.7,986
S02040,2040,3.72,930
S02041,2041,2.25,1020
S02042,2042,3.13,968
S02043,2043,2.28,1545
S02044,2044,3.41,1395
S02045,2045,3.81,1045
S02046,2046,2.87,1232
S02047,2047,2.98,1380
S02048,2048,3.85,1162
S02049,2049,3.04,1192
S02050,2050,2.98,1328
S02051,2051,3.16,985
S02052,2052,3.38,915
S02053,2053,2.21,1527
S02054,2054,3.64,1017
S02055,2055,2.87,1169
S02056,2056,2.14,1294
S02057,2057,3.57,1061
S02058,2058,2.75,1599
S02059,2059,2.2,1003
S02060,2060,3.27,1552
S02061,2061,3.76,1066
S02062,2062,3.78,1199
S02063,2063,3.92,927
S02064,2064,3.74,1323
S02065,2065,2,1461
S02066,2066,2.76,1055
S02067,2067,3.64,1223
S02068,2068,2.73,1247
S02069,2069,3.2,1020
S02070,2070,3.21,1551
S02071,2071,2.73,1427
S02072,2072,3.81,1460
S02073,2073,3.01,1063
S02074,2074,2.93,961
S02075,2075,4,1239
S02076,2076,2.99,1565
S02077,2077,2.36,1211
S02078,2078,3.03,1275
S02079,2079,3.63,1245
S02080,2080,3.55,1049
S02081,2081,3.58,1484
S02082,2082,3.42,1480
S02083,2083,2.51,1076
S02084,2084,3.72,1253
S02085,2085,3.79,1413
S02086,2086,2.39,1208
S02087,2087,2.26,1018
S02088,2088,3.95,1418
